basin_cdec,cfs_cdec,cfs_usgs,county_cdec,data_collect_cdec,gage_oper_cdec,gelev_ft_cdec,group_cdec,hist_pkflow_usgs,id_cdec,id_nws,id_usgs,lat_cdec,lat_usgs,lon_cdec,lon_usgs,most_recent_cdec,most_recent_usgs,name_cdec,name_usgs,nearby_cty_cdec,nwsfloodstg_ft_usgs,stage_ft_usgs,state_usgs
NA,NA,NA,NA,NA,NA,NA,NA,70,NA,MCCN2,10336715,NA,39.17213045,NA,-119.907963,NA,2019-05-31T07:15:00Z,NA,"Marlette Ck Nr Carson City, Nv",NA,NA,NA,nv
NA,NA,4.07,NA,NA,NA,NA,NA,144,NA,GBKN2,10336730,NA,39.08740806,NA,-119.9399057,NA,2019-05-31T07:30:00Z,NA,"Glenbrook Ck At Glenbrook, Nv",NA,NA,1.89,nv
NA,NA,8.03,NA,NA,NA,NA,NA,2500,NA,DOGN2,10347310,NA,39.5243537,NA,-119.9954782,NA,2019-05-31T07:30:00Z,NA,"Dog Ck At Verdi, Nv",NA,7.5,2.73,nv
NA,NA,2550,NA,NA,NA,NA,NA,17500,NA,MOGN2,10347460,NA,39.50713218,NA,-119.931864,NA,2019-05-31T07:50:00Z,NA,"Truckee Rv Nr Mogul, Nv",NA,12.5,8.13,nv
NA,NA,24.6,NA,NA,NA,NA,NA,986,NA,HNTN2,10347600,NA,39.4951111,NA,-119.8945,NA,2019-05-31T07:15:00Z,NA,"Hunter Ck Nr Reno, Nv",NA,NA,7.61,nv
NA,NA,2530,NA,NA,NA,NA,NA,20800,NA,TRRN2,10348000,NA,39.53018865,NA,-119.7954684,NA,2019-05-31T07:50:00Z,NA,"Truckee Rv At Reno, Nv",NA,12,7.62,nv
NA,NA,2650,NA,NA,NA,NA,NA,15000,NA,TSGN2,10348036,NA,39.5258333,NA,-119.7766389,NA,2019-05-31T07:30:00Z,NA,"Truckee Rv At Glendale Ave Nr Sparks, Nv",NA,NA,8.24,nv
NA,NA,2880,NA,NA,NA,NA,NA,18000,NA,STRN2,10348200,NA,39.51761667,NA,-119.7416444,NA,2019-05-31T07:50:00Z,NA,"Truckee Rv Nr Sparks, Nv",NA,NA,8.53,nv
NA,NA,7.75,NA,NA,NA,NA,NA,1850,NA,NTDN2,10348245,NA,39.56879988,NA,-119.7265766,NA,2019-05-31T07:00:00Z,NA,"N Truckee Drain At Spanish Springs Rd Nr Spark, Nv",NA,7,1.92,nv
NA,NA,4.09,NA,NA,NA,NA,NA,NA,NA,BFDN2,10348295,NA,39.5315833,NA,-119.7149722,NA,2019-05-31T07:45:00Z,NA,"N Truckee Drain Nr Big Fish Dr Nr Sparks, Nv",NA,NA,3.66,nv
NA,NA,6.97,NA,NA,NA,NA,NA,89,NA,FRKN2,10348460,NA,39.20227778,NA,-119.8710833,NA,2019-05-31T07:30:00Z,NA,"Franktown Ck Nr Carson City, Nv",NA,NA,4.54,nv
NA,NA,24.4,NA,NA,NA,NA,NA,NA,NA,OPCN2,10348520,NA,39.29082778,NA,-119.8309167,NA,2019-05-31T07:55:00Z,NA,"Ophir Ck Nr Steamboat, Nv",NA,NA,3.26,nv
NA,NA,1.13,NA,NA,NA,NA,NA,NA,NA,DVWN2,10348550,NA,39.3034222,NA,-119.8281667,NA,2019-05-31T07:30:00Z,NA,"Davis Ck At Davis Ck Cmpgrd Rd Nr Washoe City, Nv",NA,NA,7.09,nv
NA,NA,1.12,NA,NA,NA,NA,NA,NA,NA,WCWN2,10348570,NA,39.31238889,NA,-119.8232083,NA,2019-05-31T07:15:00Z,NA,"Winters Ck Blw Us Alt 395 Nr Washoe City, Nv",NA,NA,3.89,nv
NA,NA,17.4,NA,NA,NA,NA,NA,2610,NA,GCPN2,10348850,NA,39.35435414,NA,-119.8585225,NA,2019-05-31T07:45:00Z,NA,"Galena Ck At Galena Ck State Park, Nv",NA,13,11.11,nv
NA,NA,75.9,NA,NA,NA,NA,NA,3600,NA,SCRN2,10349300,NA,39.3771333,NA,-119.7436583,NA,2019-05-31T07:50:00Z,NA,"Steamboat Ck At Steamboat, Nv",NA,4.5,1.69,nv
NA,NA,117,NA,NA,NA,NA,NA,3180,NA,NA,10349849,NA,39.4657449,NA,-119.7285199,NA,2019-05-31T07:15:00Z,NA,"Steamboat Ck At Short Ln At Reno, Nv",NA,NA,1.71,nv
NA,NA,NA,NA,NA,NA,NA,NA,3870,NA,SCWN2,10349980,NA,39.5129672,NA,-119.712409,NA,2019-05-31T07:00:00Z,NA,"Steamboat Ck At Cleanwater Way Nr Reno, Nv",NA,NA,6.27,nv
NA,NA,2840,NA,NA,NA,NA,NA,18900,NA,VISN2,10350000,NA,39.5204672,NA,-119.7010198,NA,2019-05-31T07:50:00Z,NA,"Truckee Rv At Vista, Nv",NA,17,9.39,nv
NA,NA,2870,NA,NA,NA,NA,NA,15200,NA,TNTN2,10350340,NA,39.55657878,NA,-119.5532362,NA,2019-05-31T07:00:00Z,NA,"Truckee Rv Nr Tracy, Nv",NA,14,10.17,nv
NA,NA,20.1,NA,NA,NA,NA,NA,967,NA,TCWN2,10351300,NA,39.6126902,NA,-119.2971146,NA,2019-05-31T07:15:00Z,NA,"Truckee Canal Nr Wadsworth, Nv",NA,NA,5.55,nv
NA,NA,0.28,NA,NA,NA,NA,NA,916,NA,HZNN2,10351400,NA,39.5038035,NA,-119.0451614,NA,2019-05-31T07:15:00Z,NA,"Truckee Canal Nr Hazen, Nv",NA,NA,6.36,nv
NA,NA,2650,NA,NA,NA,NA,NA,19700,NA,TBDN2,10351600,NA,39.58463448,NA,-119.4412872,NA,2019-05-31T07:50:00Z,NA,"Truckee Rv Blw Derby Dam Nr Wadsworth, Nv",NA,11,6.69,nv
NA,NA,2630,NA,NA,NA,NA,NA,19100,NA,WADN2,10351650,NA,39.63213447,NA,-119.2832254,NA,2019-05-31T07:15:00Z,NA,"Truckee Rv At Wadsworth, Nv",NA,15,8.7,nv
NA,NA,2690,NA,NA,NA,NA,NA,21200,NA,NIXN2,10351700,NA,39.7773722,NA,-119.3375222,NA,2019-05-31T07:15:00Z,NA,"Truckee Rv Nr Nixon, Nv",NA,10.5,7.01,nv
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HCAN2,10351900,NA,39.9387333,NA,-119.6481,NA,2019-05-31T07:35:00Z,NA,"Hardscrabble Ck Abv Th Ranch At Sutcliffe, Nv",NA,NA,0.28,nv
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HCBN2,10351950,NA,39.94369167,NA,-119.6180306,NA,2019-05-31T07:00:00Z,NA,"Hardscrabble Ck Blw Th Ranch At Sutcliffe, Nv",NA,NA,3.73,nv
NA,NA,130,NA,NA,NA,NA,NA,3970,NA,MDCN2,10352500,NA,41.9665572,NA,-117.831812,NA,2019-05-31T07:30:00Z,NA,"Mcdermitt Ck Nr Mcdermitt, Nv",NA,NA,4.28,nv
NA,NA,92.3,NA,NA,NA,NA,NA,1180,NA,QNRN2,103530001,NA,41.974,NA,-117.5956944,NA,2019-05-31T07:15:00Z,NA,Quinn Rv Blw Confl E Fk S Fk Quinn Nr Mc Dermitt,NA,NA,3.47,nv
NA,NA,1540,NA,NA,NA,NA,NA,4040,NA,SFLN2,13105000,NA,41.9447222,NA,-114.688611,NA,2019-05-31T07:45:00Z,NA,Salmon Falls Creek Nr San Jacinto Nv,NA,10,11.05,nv
NA,NA,1070,NA,NA,NA,NA,NA,2140,NA,BRON2,13161500,NA,41.9332368,NA,-115.6745268,NA,2019-05-31T07:30:00Z,NA,"Bruneau Rv At Rowland, Nv",NA,7,8.34,nv
NA,NA,296,NA,NA,NA,NA,NA,1230,NA,JBGN2,13162225,NA,41.8904614,NA,-115.4286816,NA,2019-05-31T07:00:00Z,NA,"Jarbidge Rv Blw Jarbidge, Nv",NA,5.5,4.99,nv
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WDHN2,13174000,NA,41.6874054,NA,-115.8445289,NA,2019-05-31T07:00:00Z,NA,"Wild Horse Res Nr Gold Cr, Nv",NA,6208,6206.68,nv
NA,NA,437,NA,NA,NA,NA,NA,1810,NA,OGCN2,13174500,NA,41.68879428,NA,-115.8448067,NA,2019-05-31T07:15:00Z,NA,"Owyhee Rv Nr Gold Ck, Nv",NA,3.5,3.27,nv
NA,NA,1340,NA,NA,NA,NA,NA,1850,NA,OMCN2,13175100,NA,41.8604583,NA,-115.9892597,NA,2019-05-31T07:00:00Z,NA,"Owyhee Rv Nr Mountain City, Nv",NA,8,8.28,nv
NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,355906115492601,NA,35.98375,NA,-115.8252778,NA,2019-05-31T07:10:00Z,NA,162  S23 E55 05baab1    Stump Spring,NA,NA,15.13,nv
NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,360310115303201,NA,36.05272778,NA,-115.5090139,NA,2019-05-31T07:15:00Z,NA,163  S22 E58 07adda1    Rainbow Spring,NA,NA,8.19,nv
NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,360956115432801,NA,36.16354444,NA,-115.7252306,NA,2019-05-31T07:15:00Z,NA,162  S20 E56 31dada1    Kiup Spring,NA,NA,11.02,nv
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362532116172701,NA,36.42551158,NA,-116.2917066,NA,2019-05-31T07:15:00Z,NA,230 S17 E50 36dc 2 Usnps - Devils Hole,NA,NA,1.66,nv
NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,362727116013501,NA,36.45745676,NA,-116.0272522,NA,2019-05-31T07:00:00Z,NA,230  S17 E53 21cac 1    Grapevine Springs,NA,NA,5.94,nv
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362910114280401,NA,36.4869111,NA,-114.4666556,NA,2019-05-06T15:15:00Z,NA,220  S17 E67 02acab1    Spring (report R50),NA,NA,19.36,nv
NA,NA,7.1,NA,NA,NA,NA,NA,4960,NA,NA,10393500,NA,43.7151478,NA,-119.177442,NA,1991-10-02T23:59:00Z,NA,"Silvies River Near Burns,oreg.",NA,NA,NA,or
NA,NA,706,NA,NA,NA,NA,NA,4270,NA,DONO3,10396000,NA,42.7908333,NA,-118.8675,NA,2019-05-31T07:00:00Z,NA,Donner Und Blitzen River Nr Frenchglen Or,NA,6,3.83,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTRO3,11492200,NA,42.9756843,NA,-122.0891944,NA,2019-05-31T07:30:00Z,NA,"Crater Lake Near Crater Lake, Or",NA,NA,6172.54,or
NA,NA,49.5,NA,NA,NA,NA,NA,1590,NA,WKAO3,11493500,NA,42.74013528,NA,-121.8344618,NA,2019-05-31T07:30:00Z,NA,"Williamson River Near Klamath Agency, Or",NA,NA,3.24,or
NA,NA,967,NA,NA,NA,NA,NA,14900,NA,CHSO3,11501000,NA,42.58430556,NA,-121.8483333,NA,2019-05-31T07:30:00Z,NA,"Sprague River Near Chiloquin, Or",NA,NA,2.88,or
NA,NA,1250,NA,NA,NA,NA,NA,17100,NA,WMSO3,11502500,NA,42.564375,NA,-121.8797139,NA,2019-05-31T07:00:00Z,NA,"Williamson River Blw Sprague River Nr Chiloquin,or",NA,9,4.4,or
NA,NA,6.75,NA,NA,NA,NA,NA,18,NA,ACLO3,11503000,NA,42.8715179,NA,-122.168917,NA,2019-05-31T07:00:00Z,NA,"Annie Spring Near Crater Lake, Or",NA,NA,3.02,or
NA,NA,524,NA,NA,NA,NA,NA,1170,NA,WRLO3,11504115,NA,42.58155556,NA,-121.9417028,NA,2019-05-31T07:40:00Z,NA,"Wood River Near Klamath Agency, Or",NA,NA,4.04,or
NA,NA,88.1,NA,NA,NA,NA,NA,NA,NA,NA,11504290,NA,42.58166667,NA,-121.9713889,NA,2019-05-31T07:00:00Z,NA,"Sevenmile Cnl At Dike Rd Br, Nr Klamath Agency, Or",NA,NA,4143.18,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11507001,NA,42.24986606,NA,-121.8163945,NA,2019-05-31T07:30:00Z,NA,Upper Klamath Lake Nr K.falls(weight/mean Elev) Or,NA,NA,4145.29,or
NA,NA,1650,NA,NA,NA,NA,NA,9400,NA,KLLO3,11507500,NA,42.22347795,NA,-121.7941708,NA,2019-05-31T07:15:00Z,NA,"Link River At Klamath Falls, Or",NA,NA,2.31,or
NA,NA,7.52,NA,NA,NA,NA,NA,NA,NA,NA,11509105,NA,42.1223682,NA,-121.8300033,NA,2019-05-31T07:40:00Z,NA,"North Canal At Highway 97, Near Midland, Or",NA,NA,7.46,or
NA,NA,29.4,NA,NA,NA,NA,NA,NA,NA,NA,11509200,NA,42.08088889,NA,-121.8446389,NA,2019-05-31T07:40:00Z,NA,"Ady Canal At Highway 97, Near Worden, Or",NA,NA,10.06,or
NA,NA,32.9,NA,NA,NA,NA,NA,NA,NA,NA,11509250,NA,42.00416667,NA,-121.8258333,NA,2019-05-31T07:20:00Z,NA,"Ady Canal Above Lower Klamath Nwr, Near Worden, Or",NA,NA,NA,or
NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11509340,NA,42.07986876,NA,-121.8447253,NA,2019-05-31T07:40:00Z,NA,"Klamath Straits Drain Near Worden, Or",NA,NA,6.06,or
NA,NA,1700,NA,NA,NA,NA,NA,10300,NA,NA,11509500,NA,42.13319946,NA,-121.9622313,NA,2019-05-31T07:45:00Z,NA,"Klamath River At Keno, Or",NA,NA,6.4,or
NA,NA,1940,NA,NA,NA,NA,NA,11600,NA,BOYO3,11510700,NA,42.0845877,NA,-122.0733453,NA,2019-05-31T07:45:00Z,NA,"Klamath River Blw John C.boyle Pwrplnt, Nr Keno,or",NA,NA,5.03,or
NA,NA,6570,NA,NA,NA,NA,NA,55700,NA,ROMO3,13181000,NA,42.86638889,NA,-117.6491667,NA,2019-05-31T08:30:00Z,NA,Owyhee River Nr Rome Or,NA,NA,7.23,or
NA,NA,3400,NA,NA,NA,NA,NA,22900,NA,OWYO3,13183000,NA,43.65444444,NA,-117.2558333,NA,2019-05-31T08:30:00Z,NA,"Owyhee River Below Owyhee Dam, Or",NA,10.8,7.02,or
NA,NA,397,NA,NA,NA,NA,NA,20800,NA,VALO3,13233300,NA,43.9875,NA,-117.2188889,NA,2019-05-31T08:30:00Z,NA,Malheur River Below Nevada Dam Near Vale Or,NA,19.5,12.45,or
NA,NA,44100,NA,NA,NA,NA,NA,103000,NA,HCDI1,13290450,NA,45.25126937,NA,-116.6982,NA,2019-05-31T07:30:00Z,NA,Snake River At Hells Canyon Dam Id-or State Line,NA,NA,75.61,or
NA,NA,50.5,NA,NA,NA,NA,NA,450,NA,NA,13325000,NA,45.27209756,NA,-117.2107242,NA,2019-05-31T07:45:00Z,NA,"East Fork Wallowa River Near Joseph, Or",NA,NA,4.97,or
NA,NA,2480,NA,NA,NA,NA,NA,6260,NA,NA,13331500,NA,45.6198669,NA,-117.7265892,NA,2019-05-31T07:00:00Z,NA,"Minam River At Minam, Or",NA,NA,4.34,or
NA,NA,10300,NA,NA,NA,NA,NA,51800,NA,TRYO3,13333000,NA,45.9457019,NA,-117.4510089,NA,2019-05-31T07:00:00Z,NA,"Grande Ronde River At Troy, Or",NA,10,7.77,or
NA,NA,347,NA,NA,NA,NA,NA,6660,NA,GIBO3,14020000,NA,45.71957668,NA,-118.3232913,NA,2019-05-31T07:15:00Z,NA,"Umatilla River Above Meacham Creek, Nr Gibbon, Or",NA,7,4.09,or
NA,NA,319,NA,NA,NA,NA,NA,5930,NA,NA,14020300,NA,45.6887429,NA,-118.3566262,NA,2019-05-31T07:15:00Z,NA,"Meacham Creek At Gibbon, Or",NA,NA,2.64,or
NA,NA,755,NA,NA,NA,NA,NA,15700,NA,PDUO3,14020850,NA,45.67151937,NA,-118.736649,NA,2019-05-31T07:15:00Z,NA,"Umatilla R At W Reservation Bndy Nr Pendleton, Or",NA,NA,4.85,or
NA,NA,638,NA,NA,NA,NA,NA,19800,NA,UMAO3,14033500,NA,45.9029103,NA,-119.3269618,NA,2019-05-31T07:30:00Z,NA,"Umatilla River Near Umatilla, Or",NA,NA,3.52,or
NA,NA,57.5,NA,NA,NA,NA,NA,1300,NA,NA,14034470,NA,45.34068289,NA,-119.5158544,NA,2019-05-31T07:15:00Z,NA,"Willow Creek Abv Willow Cr Lake, Nr Heppner, Or",NA,NA,5.96,or
NA,NA,NA,NA,NA,NA,NA,NA,36000,NA,NA,14034480,NA,45.33207265,NA,-119.5411325,NA,2019-05-31T07:15:00Z,NA,"Balm Fork Near Heppner, Or",NA,NA,3.14,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14034490,NA,45.3470727,NA,-119.5447439,NA,2019-05-31T07:00:00Z,NA,"Willow Creek Lake At Heppner, Or",NA,NA,2077.13,or
NA,NA,23.9,NA,NA,NA,NA,NA,36000,NA,NA,14034500,NA,45.3504062,NA,-119.5500218,NA,2019-05-31T07:15:00Z,NA,"Willow Creek At Heppner, Or",NA,NA,3.42,or
NA,NA,23,NA,NA,NA,NA,NA,892,NA,NA,14034608,NA,45.3612398,NA,-119.5602998,NA,2019-05-31T07:15:00Z,NA,"Willow Creek At Morgan Street, At Heppner, Or",NA,NA,4.54,or
NA,NA,117,NA,NA,NA,NA,NA,950,NA,NA,14036860,NA,44.35793778,NA,-118.5760531,NA,2019-05-31T07:30:00Z,NA,"John Day R At Blue Mtn Hot Spgs Nr Prairie City,or",NA,NA,1.73,or
NA,NA,640,NA,NA,NA,NA,NA,5830,NA,JHNO3,14038530,NA,44.41848897,NA,-118.9063419,NA,2019-05-31T07:00:00Z,NA,"John Day River Near John Day, Or",NA,8,5,or
NA,NA,452,NA,NA,NA,NA,NA,1440,NA,NA,14043840,NA,44.692625,NA,-118.7943083,NA,2019-05-31T07:30:00Z,NA,"Mf John Day River Abv Camp Creek, Nr Galena, Or",NA,NA,6.31,or
NA,NA,809,NA,NA,NA,NA,NA,5430,NA,NA,14044000,NA,44.88876388,NA,-119.1413686,NA,2019-05-31T06:45:00Z,NA,"Middle Fork John Day River At Ritter, Or",NA,NA,5.03,or
NA,NA,4550,NA,NA,NA,NA,NA,33400,NA,MONO3,14046000,NA,44.8137582,NA,-119.4316565,NA,2019-05-31T07:30:00Z,NA,"North Fork John Day River At Monument, Or",NA,14,7.31,or
NA,NA,5290,NA,NA,NA,NA,NA,40200,NA,SERO3,14046500,NA,44.7937468,NA,-120.006677,NA,2019-05-31T07:30:00Z,NA,"John Day River At Service Creek, Or",NA,11.5,7.04,or
NA,NA,78.5,NA,NA,NA,NA,NA,1400,NA,NA,14046778,NA,44.7267988,NA,-120.301965,NA,2019-05-31T07:30:00Z,NA,"Bridge Cr Abv Coyote Canyon Nr Mitchell, Or",NA,NA,2.39,or
NA,NA,16.5,NA,NA,NA,NA,NA,68,NA,NA,14046890,NA,44.91040697,NA,-120.4408632,NA,2019-05-31T07:30:00Z,NA,"Pine Creek Near Clarno, Or",NA,NA,5.71,or
NA,NA,6030,NA,NA,NA,NA,NA,42800,NA,NA,14048000,NA,45.5876278,NA,-120.4094919,NA,2019-05-31T07:45:00Z,NA,"John Day River At Mcdonald Ferry, Or",NA,NA,5.58,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14070615,NA,44.03711389,NA,-121.6327694,NA,2019-05-31T07:15:00Z,NA,"M F Tumalo Creek Abv Prowell Springs, Nr Bend, Or",NA,NA,5.05,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14070620,NA,44.03721667,NA,-121.632986,NA,2019-05-31T07:15:00Z,NA,"Prowell Springs Diversion Pool, Near Bend, Or",NA,NA,7.29,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14070621,NA,44.03706667,NA,-121.6325889,NA,2019-05-31T07:15:00Z,NA,"Diversion Canal To Bridge Creek, Near Bend, Or",NA,NA,6.98,or
NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,14070624,NA,44.03722778,NA,-121.6325639,NA,2019-05-31T07:15:00Z,NA,"M F Tumalo Creek Blw Prowell Springs, Nr Bend, Or",NA,NA,3.84,or
NA,NA,41.4,NA,NA,NA,NA,NA,NA,NA,NA,14070900,NA,44.0310833,NA,-121.5678333,NA,2019-05-31T07:45:00Z,NA,"Bridge Creek Below Intake, Near Bend, Or",NA,NA,0.53,or
NA,NA,701,NA,NA,NA,NA,NA,6680,NA,NA,14076500,NA,44.4987293,NA,-121.3211558,NA,2019-05-31T07:00:00Z,NA,"Deschutes River Near Culver, Or",NA,NA,2.66,or
NA,NA,550,NA,NA,NA,NA,NA,3510,NA,NA,14087380,NA,44.4268972,NA,-121.2328728,NA,2019-05-31T05:30:00Z,NA,"Crooked River Blw Osborne Canyon, Nr Opal City, Or",NA,NA,3.59,or
NA,NA,1710,NA,NA,NA,NA,NA,6660,NA,NA,14087400,NA,44.4923407,NA,-121.298377,NA,2019-05-31T07:05:00Z,NA,"Crooked River Below Opal Springs, Near Culver, Or",NA,NA,2.85,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14087520,NA,44.5631744,NA,-121.2664337,NA,2019-05-31T07:15:00Z,NA,"Lake Billy Chinook Near Culver, Or",NA,NA,1944.69,or
NA,NA,1620,NA,NA,NA,NA,NA,8430,NA,NA,14091500,NA,44.6262275,NA,-121.4839433,NA,2019-05-31T07:00:00Z,NA,"Metolius River Near Grandview, Or",NA,NA,1.61,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14092050,NA,44.58456205,NA,-121.3719936,NA,2019-05-31T07:15:00Z,NA,"Lake Billy Chinook Near Grandview, Or",NA,NA,1944.61,or
NA,NA,4740,NA,NA,NA,NA,NA,22500,NA,NA,14092500,NA,44.72595225,NA,-121.2469939,NA,2019-05-31T07:00:00Z,NA,"Deschutes River Near Madras, Or",NA,NA,3.08,or
NA,NA,150,NA,NA,NA,NA,NA,2430,NA,NA,14092750,NA,44.75039516,NA,-121.633397,NA,2019-05-31T07:15:00Z,NA,"Shitike Crk At Peters Pasture, Nr Warm Springs, Or",NA,NA,1.56,or
NA,NA,198,NA,NA,NA,NA,NA,4400,NA,NA,14093000,NA,44.7642856,NA,-121.2364393,NA,2019-05-31T07:45:00Z,NA,"Shitike Creek Near Warm Springs, Or",NA,NA,4.85,or
NA,NA,57.3,NA,NA,NA,NA,NA,5760,NA,NA,14096850,NA,44.9587272,NA,-121.3942286,NA,2019-05-31T06:45:00Z,NA,"Beaver Creek Below Quartz Creek, Nr Simnasho, Or",NA,NA,2.28,or
NA,NA,380,NA,NA,NA,NA,NA,22600,NA,KAHO3,14097100,NA,44.8565087,NA,-121.1497735,NA,2019-05-31T07:45:00Z,NA,"Warm Springs River Near Kahneeta Hot Springs, Or",NA,NA,1.52,or
NA,NA,5960,NA,NA,NA,NA,NA,70300,NA,MODO3,14103000,NA,45.6220678,NA,-120.9056203,NA,2019-05-31T07:45:00Z,NA,"Deschutes River At Moody, Near Biggs, Or",NA,8,3.09,or
NA,NA,348000,NA,NA,NA,NA,NA,1240000,NA,NA,14105700,NA,45.60827778,NA,-121.1899167,NA,2019-05-31T07:15:00Z,NA,"Columbia River At The Dalles, Or",NA,NA,79.43,or
NA,NA,3.72,NA,NA,NA,NA,NA,4790,NA,NA,14113200,NA,45.649008,NA,-121.3772951,NA,2019-05-31T07:30:00Z,NA,"Mosier Creek Near Mosier, Or",NA,NA,2.41,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14113290,NA,45.7143083,NA,-121.5032333,NA,2019-05-31T07:45:00Z,NA,"Columbia River At Hood River, Or",NA,NA,77.37,or
NA,NA,708,NA,NA,NA,NA,NA,33200,NA,HODO3,14120000,NA,45.6545,NA,-121.5488,NA,2019-05-31T07:30:00Z,NA,"Hood River At Tucker Bridge, Near Hood River, Or",NA,13,3.78,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14128600,NA,NA,NA,NA,NA,2019-05-31T06:15:00Z,NA,"Columbia River At Stevenson, Wa",NA,NA,75.8,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14128870,NA,45.63305556,NA,-121.9608333,NA,2019-05-31T07:30:00Z,NA,"Columbia River Below Bonneville Dam, Or",NA,NA,23.42,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14128895,NA,NA,NA,NA,NA,2019-05-31T07:00:00Z,NA,"Hamilton Creek Near Mouth, At N Bonneville, Wa",NA,NA,23.17,NA
NA,NA,686,NA,NA,NA,NA,NA,61400,NA,SRMO3,14137000,NA,45.3995642,NA,-122.1373068,NA,2019-05-31T07:15:00Z,NA,"Sandy River Near Marmot, Or",NA,NA,690.98,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRLO3,14138560,NA,45.46095145,NA,-121.8439674,NA,2019-05-31T07:00:00Z,NA,"Bull Run Lake Near Brightwood, Or",NA,NA,3169.35,or
NA,NA,22,NA,NA,NA,NA,NA,148,NA,BFLO3,14138720,NA,45.4709515,NA,-121.8653567,NA,2019-05-31T07:00:00Z,NA,"Bull Run River At Lower Flume Nr Brightwood, Or",NA,NA,1.18,or
NA,NA,15.3,NA,NA,NA,NA,NA,2610,NA,NA,14138800,NA,45.4526183,NA,-121.8914684,NA,2019-05-31T07:30:00Z,NA,"Blazed Alder Creek Near Rhododendron, Or",NA,NA,1.33,or
NA,NA,108,NA,NA,NA,NA,NA,15800,NA,BMFO3,14138850,NA,45.4981743,NA,-122.0123049,NA,2019-05-31T07:45:00Z,NA,"Bull Run River Near Multnomah Falls, Or",NA,NA,3.08,or
NA,NA,7.53,NA,NA,NA,NA,NA,1690,NA,NA,14138870,NA,45.48011889,NA,-122.0256385,NA,2019-05-31T07:45:00Z,NA,"Fir Creek Near Brightwood, Or",NA,NA,1.52,or
NA,NA,22.8,NA,NA,NA,NA,NA,9700,NA,NBRO3,14138900,NA,45.4942856,NA,-122.0359167,NA,2019-05-31T07:45:00Z,NA,"North Fork Bull Run River Near Multnomah Falls, Or",NA,NA,0.63,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRVO3,14139000,NA,45.4826193,NA,-122.083418,NA,2019-05-31T07:00:00Z,NA,"Bull Run Reservoir No 1 Near Bull Run, Or",NA,NA,1039.65,or
NA,NA,35.9,NA,NA,NA,NA,NA,3760,NA,SBRO3,14139800,NA,45.444564,NA,-122.1095292,NA,2019-05-31T07:45:00Z,NA,"South Fork Bull Run River Near Bull Run, Or",NA,NA,3.05,or
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BURO3,14139900,NA,45.44761985,NA,-122.1489748,NA,2019-05-31T07:00:00Z,NA,"Bull Run Reservoir No 2, Near Bull Run, Or",NA,NA,858.63,or
NA,NA,125,NA,NA,NA,NA,NA,24800,NA,RUNO3,14140000,NA,45.4373,NA,-122.1796556,NA,2019-05-31T07:45:00Z,NA,"Bull Run River Near Bull Run (river Only), Or",NA,NA,3.4,or
NA,NA,38.8,NA,NA,NA,NA,NA,5320,NA,LSNO3,14141500,NA,45.41539777,NA,-122.1714746,NA,2019-05-31T07:15:00Z,NA,"Little Sandy River Near Bull Run, Or",NA,NA,2.02,or
NA,NA,920,NA,NA,NA,NA,NA,84400,NA,SNDO3,14142500,NA,45.4490094,NA,-122.2450885,NA,2019-05-31T07:45:00Z,NA,"Sandy River Blw Bull Run River, Nr Bull Run, Or",NA,19.3,8.6,or
NA,NA,2.67,NA,NA,NA,NA,NA,1660,NA,BCTO3,14142800,NA,45.5192866,NA,-122.3889798,NA,2019-05-31T06:45:00Z,NA,"Beaver Creek At Troutdale, Or",NA,10,6.32,or
