FID,STAID,STANAME,ST,HUC,CLASS,FLOW,STAGE,TIME,TIME_UTC,URL,DATUM,COUNT,PERCENTILE,FLOODSTAGE,POINT_X,POINT_Y
2430,02361500,CHOCTAWHATCHEE RIVER NEAR BELLWOOD AL,al,03140201,0,765,4.94,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02361500,NAD83,21,36.71,14,-85.7843789,31.15934229
2431,02362000,"CHOCTAWHATCHEE RIVER NEAR GENEVA, ALABAMA",al,03140201,0,0,3.89,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02362000,NAD83,3,0,23,-85.8521574,31.0412902
2432,02362240,"LITTLE DOUBLE BRIDGES CREEK NR ENTERPRISE, AL.",al,03140201,5,20.5,3.14,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02362240,NAD83,32,61.47,10,-85.9582737,31.27239318
2433,02363000,PEA RIVER NEAR ARITON AL,al,03140202,5,155,2.46,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02363000,NAD83,62,31.39,14,-85.7829975,31.59488716
2434,02364000,"PEA RIVER AT ELBA, AL.",al,03140202,0,0,3.53,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02364000,NAD83,0,0,30,-86.0630019,31.4134998
2435,02364500,PEA RIVER NEAR SAMSON AL,al,03140202,5,715,5.95,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02364500,NAD83,62,37.61,35,-86.0993868,31.11267588
2436,02365200,"CHOCTAWHATCHEE RIVER NR PITTMAN, FLA.",fl,03140203,0,2080,9.3,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02365200,NAD83,24,35.76,23,-85.84299,30.94990438
2437,02365470,"WRIGHTS CREEK AT SH 177-A NR BONIFAY,FL",fl,03140203,0,143,5.14,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02365470,NAD83,19,76.88,13,-85.7621545,30.8571301
2438,02365500,"CHOCTAWHATCHEE RIVER AT CARYVILLE, FLA.",fl,03140203,5,3080,5.64,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02365500,NAD83,86,40.33,14,-85.827711,30.77574389
2439,02365769,"BRUCE CREEK AT SH 81 NR REDBAY, FL",fl,03140203,0,20.1,9.5,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02365769,NAD83,18,21.99,18,-85.9424358,30.6246363
2440,02366000,"HOLMES CREEK AT VERNON, FLA.",fl,03140203,5,510,12.53,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02366000,NAD83,42,71.33,24,-85.7121531,30.62685899
2441,02366500,"CHOCTAWHATCHEE RIVER NR BRUCE, FLA.",fl,03140203,5,4160,7.71,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02366500,NAD83,85,36.11,14,-85.89826819,30.4510296
2442,02366650,"PINE LOG CREEK NR EBRO, FL",fl,03140203,0,285,3.69,2018-06-19 08:15:00,2018-06-15 12:45:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02366650,NAD83,3,75,0,-85.8716009,30.41908587
2443,02366996,"ALAQUA CREEK NEAR PLEASANT RIDGE, FL",fl,03140102,0,61,46.71,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02366996,NAD83,19,48.11,54,-86.1866092,30.66908
2444,02367310,"JUNIPER CREEK AT STATE HWY 85 NR NICEVILLE, FLA.",fl,03140102,5,88,6.62,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02367310,NAD83,32,48.37,0,-86.5193954,30.5574179
2445,02367900,"YELLOW RIVER NR OAK GROVE, FLA.",fl,03140103,0,488,81.1,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02367900,NAD83,19,60.75,0,-86.5593967,30.92518288
2446,02368000,"YELLOW RIVER AT MILLIGAN, FLA.",fl,03140103,5,608,2.31,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02368000,NAD83,76,39.7,12,-86.6291207,30.7529664
2447,02368500,"SHOAL RIVER NR MOSSY HEAD, FLA.",fl,03140103,5,124,6.86,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02368500,NAD83,46,39.08,14,-86.3068906,30.7960205
2448,02369000,"SHOAL RIVER NR CRESTVIEW, FLA.",fl,03140103,4,570,4.03,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02369000,NAD83,79,24.22,8,-86.570786,30.69741268
2449,02369600,"YELLOW RIVER NR MILTON, FLA.",fl,03140103,0,2340,37.92,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02369600,NAD83,15,65.1,0,-86.9235732,30.569639
2450,02369800,BLACKWATER RIVER NEAR BRADLEY AL,al,03140104,5,81,1.18,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02369800,NAD83,50,56.34,0,-86.7099567,31.02767985
2451,02370000,"BLACKWATER RIVER NR BAKER, FLA.",fl,03140104,5,177,1.92,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02370000,NAD83,64,48.88,11,-86.7346786,30.8335197
2452,02370500,"BIG COLDWATER CREEK NR MILTON, FLA.",fl,03140104,5,357,3.22,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02370500,NAD83,72,45.15,10,-86.972186,30.70852375
2453,02371500,CONECUH RIVER AT BRANTLEY AL,al,03140301,5,343,2.96,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02371500,NAD83,80,48.69,0,-86.2516226,31.57349458
2454,02372250,PATSALIGA CREEK NEAR BRANTLEY AL,al,03140302,6,777,8.45,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02372250,NAD83,43,81.57,0,-86.40551809,31.59627177
2455,02372422,"CONECUH RIVER BEL PT A DAM NR RIVER FALLS, AL.",al,03140301,0,800,9.05,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02372422,NAD83,14,65.84,0,-86.5196826,31.3612799
2456,02372430,"CONECUH RIVER AT RIVER FALLS, ALABAMA",al,03140301,0,1400,5.24,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02372430,NAD83,5,67.88,37,-86.5294047,31.34822474
2457,02373000,SEPULGA RIVER NEAR MCKENZIE AL,al,03140303,5,377,4.33,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02373000,NAD83,73,70.62,0,-86.7869139,31.4537758
2458,02374050,"FOLLEY CREEK NEAR DIXIE, AL",al,03140304,0,0,3.75,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02374050,NAD83,0,0,0,-86.7964806,31.12778056
2459,02374250,"CONECUH RIVER AT STATE HWY 41 NEAR BREWTON, AL.",al,03140304,0,3280,12.96,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02374250,NAD83,19,78.77,27,-87.0616352,31.06712374
2460,02374500,MURDER CREEK NEAR EVERGREEN AL,al,03140304,6,462,6.3,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02374500,NAD83,80,86.19,0,-86.9866403,31.41850006
2461,02374700,"MURDER CREEK AT STATE HWY 41 AT BREWTON, AL.",al,03140304,0,861,11.58,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02374700,NAD83,19,92.79,22,-87.06885829,31.10101137
2462,02374745,"BURNT CORN CREEK AT STATE HWY 41 NEAR BREWTON, AL.",al,03140304,0,498,5.37,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02374745,NAD83,19,93.26,16,-87.0871928,31.1298991
2463,02374950,BIG ESCAMBIA CR AT SARDINE BR NR STANLEY CROSSROAD,al,03140305,0,309,2.19,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02374950,NAD83,17,80.38,0,-87.3705353,31.12962115
2464,02375000,BIG ESCAMBIA CREEK AT FLOMATON AL,al,03140305,0,882,8.5,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02375000,NAD83,15,93.75,19,-87.2627518,31.01073709
2465,02375500,"ESCAMBIA RIVER NEAR CENTURY, FL",fl,03140305,5,4640,9.05,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02375500,NAD83,83,59.37,17,-87.2341395,30.96518304
2466,02376033,"ESCAMBIA RIVER NR MOLINO, FLA.",fl,03140305,0,5190,3.95,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02376033,NAD83,28,63.34,0,-87.2669179,30.6701917
2467,02376100,"BAYOU MARCUS CREEK NR PENSACOLA,FLA",fl,03140107,0,23.4,0.97,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02376100,NAD83,23,68.12,0,-87.2905288,30.44825279
2468,02376115,"ELEVENMILE CREEK NEAR PENSACOLA, FL.",fl,03140107,4,44.8,5.12,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02376115,NAD83,30,22.75,0,-87.3358086,30.49825159
2469,02376293,"BRUSHY CREEK NEAR BRATT, FL",fl,03140106,0,92.6,177.89,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02376293,NAD83,19,90.15,0,-87.5280384,30.97851588
2470,02376500,"PERDIDO RIVER AT BARRINEAU PARK, FL",fl,03140106,5,495,2.36,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/fl/nwis/uv?site_no=02376500,NAD83,76,58.13,13,-87.440258,30.69046866
2471,02377560,"STYX R NR LOXLEY, AT SMITHS SIDING, ALA",al,03140106,0,0,4.41,2019-05-10 09:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02377560,NAD83,0,0,14,-87.6072077,30.63713636
2472,02377570,"STYX RIVER NEAR ELSANOR, AL.",al,03140106,5,242,2.33,2019-05-10 09:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02377570,NAD83,30,61.85,12,-87.5472057,30.6057484
2473,02377750,"STYX RIVER AT SEMINOLE, ALA",al,03140106,0,0,9.34,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02377750,NAD83,0,0,0,-87.4627577,30.51825089
2474,02378170,"WOLF CREEK BELOW FOLEY, ALA",al,03140107,0,14,6.62,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02378170,NAD83,9,87.2,0,-87.652763,30.3882541
2475,02378300,"MAGNOLIA RIVER AT US 98 NEAR FOLEY, ALABAMA",al,03160205,0,25,3.09,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02378300,NAD83,18,67.44,0,-87.7369323,30.40658669
2476,02378500,FISH RIVER NEAR SILVER HILL AL,al,03160205,5,90.7,1.73,2019-05-10 09:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02378500,NAD83,48,71.77,11,-87.79860149,30.54547146
2477,02378780,"D'OLIVE CREEK NEAR BRIDGEHEAD, AL",al, ,0,36.5,4.66,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02378780,NAD83,0,0,0,-87.8896472,30.65206944
2478,02378790,"TIAWASEE CREEK NEAR BRIDGEHEAD, AL",al,03160204,0,5.04,7.63,2019-05-10 09:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/al/nwis/uv?site_no=02378790,NAD83,0,0,0,-87.8917917,30.6427861
2479,02379500,"CARTECAY RIVER NEAR ELLIJAY, GA",ga,03150102,5,369,2.3,2019-05-10 10:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02379500,NAD83,50,72.57,7,-84.4585376,34.68425248
2480,02380500,"COOSAWATTEE RIVER NEAR ELLIJAY, GA",ga,03150102,6,721,2.36,2019-05-10 10:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02380500,NAD83,65,76.36,8,-84.5085398,34.67508566
2481,02381090,"MOUNTAINTOWN CREEK AT GA 282, NEAR ELLIJAY, GA",ga,03150102,0,180,3.55,2019-05-10 10:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02381090,NAD83,10,71.95,12,-84.5393744,34.70314028
2482,02381400,"CARTERS LAKE NEAR CARTERS, GA",ga,03150102,0,0,1071.16,2019-05-10 10:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02381400,NAD83,0,0,0,-84.67104529,34.61397468
2483,02381401,"CARTERS LAKE TAILRACE NEAR CARTERS, GA",ga,03150102,0,0,691.46,2019-05-10 10:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02381401,NAD83,0,0,0,-84.6747222,34.61416667
2484,02381600,"FAUSETT CREEK NEAR TALKING ROCK, GA",ga,03150102,7,56.5,2.15,2019-05-10 10:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02381600,NAD83,43,96.61,10,-84.4688155,34.57036618
2485,02382200,"TALKING ROCK CREEK NEAR HINTON, GA",ga,03150102,6,238,1.89,2019-05-10 10:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02382200,NAD83,44,76.54,10,-84.6111111,34.52277778
2486,02382400,"CARTERS RE-REGULATION LAKE NEAR CARTERS, GA",ga,03150102,0,0,40.36,2019-05-10 10:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02382400,NAD83,0,0,0,-84.6913237,34.60425254
2487,02382500,"COOSAWATTEE RIVER AT CARTERS, GA",ga,03150102,5,1630,6.3,2019-05-10 10:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02382500,NAD83,43,75,20,-84.6954905,34.60369697
2488,02383500,"COOSAWATTEE RIVER NEAR PINE CHAPEL, GA",ga,03150102,5,1710,7.57,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02383500,NAD83,43,62.28,25,-84.8330556,34.56416667
2489,02383520,"COOSAWATTEE RIVER AT PINE CHAPEL, GA",ga,03150102,0,0,4.66,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02383520,NAD83,0,0,22,-84.8602182,34.5764744
2490,02384500,"CONASAUGA RIVER AT GA 286, NEAR ETON, GA",ga,03150101,5,308,3.97,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02384500,NAD83,36,54.35,12,-84.8507749,34.82785726
2491,02384540,"MILL CREEK NEAR CRANDALL, GA",ga,03150101,5,12.8,1.64,2019-05-10 10:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02384540,NAD83,33,53,8,-84.7213262,34.8720238
2492,02385170,"COAHULLA CREEK AT KEITHS MILL ROAD, NEAR DALTON,GA",ga,03150101,0,149,8.42,2019-05-10 10:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02385170,NAD83,13,65.58,16,-84.8804975,34.74341435
2493,02385500,"MILL CREEK AT DALTON, GA",ga,03150101,0,57.5,4.53,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02385500,NAD83,28,77.6,11,-84.9749453,34.78841288
2494,02385800,"HOLLY CREEK NEAR CHATSWORTH, GA",ga,03150101,5,64.5,1.85,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02385800,NAD83,57,49.58,0,-84.77,34.71666667
2495,02387000,"CONASAUGA RIVER AT TILTON, GA",ga,03150101,5,665,3.73,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02387000,NAD83,80,46.97,18,-84.9282765,34.6667494
2496,02387010,"CONASAUGA RIVER AT SLOAN BRIDGE, BELOW DALTON, GA",ga,03150101,0,0,1.36,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02387010,NAD83,0,0,18,-84.9171648,34.62925047
2497,02387500,"OOSTANAULA RIVER AT RESACA, GA",ga,03150103,5,2400,5.64,2019-05-10 10:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02387500,NAD83,43,57,22,-84.9418528,34.5771111
2498,02387520,"OOSTANAULA RIVER AT CALHOUN, GA",ga,03150103,0,0,6.19,2019-05-10 10:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02387520,NAD83,0,0,21,-84.9544444,34.51888889
2499,02387600,"OOTHKALOOGA CREEK AT GA 53 SPUR, AT CALHOUN, GA",ga,03150103,0,77.8,7.5,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02387600,NAD83,13,75.34,18,-84.9652214,34.49564266
2500,02388320,"HEATH CREEK NEAR ARMUCHEE, GA",ga,03150103,5,23.9,1.74,2019-05-10 10:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02388320,NAD83,36,70.33,8,-85.26388889,34.37166667
2501,02388350,"ARMUCHEE CREEK AT OLD DALTON ROAD, NEAR ROME, GA",ga,03150103,0,0,4.59,2019-05-10 10:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02388350,NAD83,1,0,19,-85.1402274,34.36092389
2502,02388500,"OOSTANAULA RIVER NEAR ROME, GA",ga,03150103,5,3140,9.64,2019-05-10 10:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02388500,NAD83,43,60.07,30,-85.138005,34.29842576
2503,02388525,"OOSTANAULA RIVER AT US 27, AT ROME, GA",ga,03150104,0,0,8.23,2019-05-10 10:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02388525,NAD83,0,0,25,-85.17078389,34.26064905
2504,02388975,"ETOWAH RIVER AT GA 136, NEAR LANDDRUM, GA",ga,03150104,0,393,3.49,2019-05-10 10:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02388975,NAD83,10,85.46,14,-84.0196318,34.40898469
2505,02388985,"RUSSELL CRK 0.3 MI DS HEAD LAKE NR DAWSONVILLE, GA",ga,03150104,0,0,0.92,2019-05-10 10:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02388985,NAD83,0,0,0,-84.0566667,34.3986111
2506,02389050,"ETOWAH RIVER 0.2 MI DS GA 53, NR DAWSONVILLE, GA",ga,03150104,0,0,5.63,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02389050,NAD83,0,0,0,-84.0647222,34.37944444
2507,02389150,"ETOWAH RIVER AT GA 9, NEAR DAWSONVILLE, GA",ga,03150104,0,476,5.47,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02389150,NAD83,15,86.96,13,-84.1133333,34.35805556
2508,02390000,"AMICALOLA CREEK NEAR DAWSONVILLE, GA.",ga,03150104,0,328,1.24,2019-05-10 10:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02390000,NAD83,26,87.89,10,-84.2118618,34.42564847
2509,02390050,"ETOWAH RIVER AT KELLY BRIDGE ROAD, NEAR MATT, GA",ga,03150104,0,1100,3.15,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02390050,NAD83,4,80,19,-84.2063065,34.35231626
2510,02390140,"SETTINGDOWN CREEK NEAR BALL GROUND, GA",ga,03150104,0,157,2.49,2019-05-10 10:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02390140,NAD83,12,92.31,13,-84.2635319,34.2931497
2511,02391540,"SHARP MTN CREEK AT OLD GA 5, BELOW BALL GROUND, GA",ga,03150104,0,173,4.32,2019-05-10 10:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02391540,NAD83,12,88.06,18,-84.4032587,34.3106494
2512,02391840,"HICKORY LOG CREEK NEAR CANTON, GA",ga,03150104,0,18.9,1.29,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02391840,NAD83,10,81.06,8,-84.47388889,34.265
2513,02391860,"ETOWAH RIVER DOWNSTREAM OF I-575, AT CANTON, GA",ga,03150104,0,1950,6.56,2019-05-10 10:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02391860,NAD83,9,84.51,17,-84.4691667,34.2508333
2514,02392000,"ETOWAH RIVER AT CANTON, GA",ga,03150104,6,1790,4.38,2019-05-10 10:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02392000,NAD83,90,82.42,16,-84.4946733,34.23992866
2515,02392360,"SHOAL CREEK AT GA 108, NEAR WALESKA, GA",ga,03150104,0,119,2.84,2019-05-10 10:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02392360,NAD83,12,82.24,14,-84.5954872,34.2634282
2516,02392780,"LITTLE RIVER AT GA 5, NEAR WOODSTOCK, GA",ga,03150104,0,200,1.78,2019-05-10 10:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02392780,NAD83,12,79.58,11,-84.50437489,34.1223201
2517,02392920,"NOONDAY CR US CHASTAIN MEADOWS PKWY, MARIETTA, GA",ga,03150104,0,31.2,2.88,2019-05-10 10:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02392920,NAD83,0,0,11,-84.5529444,34.0218611
2518,02392950,"NOONDAY CREEK AT HAWKINS STORE RD, NR WOODSTOCK,GA",ga,03150104,0,56.3,1.46,2019-05-10 10:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02392950,NAD83,19,95,11,-84.5355556,34.05638889
2519,02392975,"NOONDAY CREEK AT SHALLOWFORD ROAD, NR WOODSTOCK,GA",ga,03150104,0,69.4,2.25,2019-05-10 10:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02392975,NAD83,19,87.23,10,-84.5355556,34.0683333
2520,02393377,"BUTLER CREEK AT MACK DOBBS ROAD, NR KENNESAW, GA",ga,03150104,0,3.9,2.5,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02393377,NAD83,11,91.67,11,-84.6433333,34.01694444
2521,02393419,"ALLATOONA CREEK AT STILESBORO RD, NEAR ACWORTH, GA",ga,03150104,0,11.5,5.23,2019-05-10 10:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02393419,NAD83,12,60.15,13,-84.6930556,33.99527778
2522,02393500,"ALLATOONA LAKE NEAR CARTERSVILLE, GA",ga,03150104,0,0,840.01,2019-05-10 10:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02393500,NAD83,0,0,0,-84.7277137,34.16287519
2523,02393501,"ETOWAH RIVER ALLATOONA DAM TW, ABV CARTERSVILLE,GA",ga,03150104,0,0,690.13,2019-05-10 10:15:00,2019-05-10 14:15:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02393501,NAD83,0,0,0,-84.7279915,34.16398627
2524,02394000,"ETOWAH RIVER AT ALLATOONA DAM, ABV CARTERSVILLE,GA",ga,03150104,4,418,1.32,2019-05-10 10:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02394000,NAD83,68,20.36,0,-84.7410474,34.16315298
2525,02394670,"ETOWAH RIVER AT GA 61, NEAR CARTERSVILLE, GA",ga,03150104,0,785,5.51,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02394670,NAD83,7,12.5,18,-84.8388286,34.1428753
2526,02394682,"RICHLAND CREEK AT OLD DALLAS RD, NEAR DALLAS, GA",ga,03150104,0,0,2.14,2019-05-10 10:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02394682,NAD83,0,0,8,-84.8544444,34.0789722
2527,02394820,"EUHARLEE CREEK AT US 278, AT ROCKMART, GA",ga,03150104,0,48.7,2.31,2019-05-10 10:30:00,2019-05-10 14:30:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02394820,NAD83,7,71.07,9,-85.0524468,33.99871169
2528,02395000,"ETOWAH RIVER NEAR KINGSTON,GA",ga,03150104,5,1730,4.92,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02395000,NAD83,55,25.71,20,-84.9786749,34.20903968
2529,02395120,"TWO RUN CREEK NEAR KINGSTON, GA",ga,03150104,5,35.5,1.38,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02395120,NAD83,38,54.42,8,-84.8897222,34.24277778
2530,02395980,"ETOWAH RIVER AT GA 1 LOOP, NEAR ROME, GA",ga,03150104,0,4900,17.27,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02395980,NAD83,25,86.47,32,-85.1168932,34.2323166
2531,02395996,"ETOWAH RIVER AT COOSA VALLEY F.G., AT ROME, GA",ga,03150104,0,0,11.73,2019-05-10 10:00:00,2019-05-10 14:00:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02395996,NAD83,0,0,32,-85.1505054,34.25648254
2532,02397000,"COOSA RIVER (MAYO'S BAR) NEAR ROME, GA",ga,03150105,5,8130,13.9,2019-05-10 10:45:00,2019-05-10 14:45:00,https://waterdata.usgs.gov/ga/nwis/uv?site_no=02397000,NAD83,64,63.98,24,-85.2566196,34.20037286
